Game_ID,BGG_Rank,Game_Name,Length,Width,Height,Pounds,Ounces,Ounces,Retail,Wholesale,M1,M2,M3,M4,M5,M6,M7,M8,S1,S2,S3,S4,S5,S6,S7,S8,T1,T2,T3,T4,Complexity,BGG_Rating,Economist,General,Puzzle_Solver,Collector,Casual,Gambler,Culturalist,Economist_Mechanic_Match_1,Economist_Mechanic_Match_2,Economist_Mechanic_Match_3,Economist_Mechanic_Match_4,Economist_Mechanic_Match_5,Economist_Mechanic_Match_6,Economist_Mechanic_Match_7,Economist_Mechanic_Match_8,Economist_Mechanic_Match_9,Economist Match Total,Economist_Style_Match_1,Economist_Style_Match_2,Economist_Style_Match_3,Economist_Style_Match_4,Economist_Style_Match_5,Economist_Style_Match_6,Economist_Style_Match_7,Economist_Style_Match_8,Economist_Style_Match_Total
124361,34,Concordia,,,,,,0,,,Card Drafting,Deck / Pool Building,Hand Management,Point to Point Movement,,,,,Economic,,,,,,,,Ancient,Nautical,,,3.1457,7.97443,0.8315645,0.7181274,0.6068145,0.8042903,0.6128403,0.5181774,0.6840806,1,1,1,0,0,0,0,0,0,0.999,1,0,0,0,0,0,0,0,1
2651,18,Power Grid,,,,,,0,,,Auction/Bidding,Route/Network Building,,,,,,,Economic,,,,,,,,Industry / Manufacturing,,,,3.2875,7.9483,0.65900075,0.6609009,0.60075075,0.62930105,0.57105105,0.6108009,0.6837521,0,1,0,0,0,0,0,0,0,0.333,1,0,0,0,0,0,0,0,1
110327,47,Lords of Waterdeep,,,,,,0,,,Set Collection,Take That,Worker Placement,,,,,,City Building,,,,,,,,Fantasy,,,,2.5055,7.79741,0.67717075,0.7326549,0.61892075,0.73798905,0.59648905,0.6326049,0.7179781,0,0,1,0,0,0,0,0,0,0.333,1,0,0,0,0,0,0,0,1
182874,148,Grand Austria Hotel,,,,,,0,,,Dice Rolling,Set Collection,,,,,,,Economic,,,,,,,,,,,,3.228,7.7696,0.69493525,0.7839223,0.74493525,0.75615935,0.85620935,0.7338223,0.7958187,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
187645,5,Star Wars: Rebellion,,,,,,0,,,Area Control / Area Influence,Area Movement,Dice Rolling,Hand Management,,,,,Wargame,,,,,,,,Movies / TV / Radio theme,Science Fiction,,,3.56,8.55971,0.6813915,0.7876698,0.6231415,0.6606481,0.6356981,0.6376698,0.7297962,0,0,0,1,0,0,0,0,0,0.333,1,0,0,0,0,0,0,0,1
34635,70,Stone Age,,,,,,0,,,Dice Rolling,Set Collection,Worker Placement,,,,,,Dice,,,,,,,,,,,,2.5051,7.63323,0.6748245,0.6798894,0.6165745,0.6514543,0.6265043,0.6297894,0.7114086,0,0,1,0,0,0,0,0,0,0.333,1,0,0,0,0,0,0,0,1
93260,110,Summoner Wars: Master Set,,,,,,0,,,Dice Rolling,Grid Movement,Hand Management,Variable Player Powers,,,,,Card Game,,,,,,,,Fantasy,Fighting,,,2.5152,7.62353,0.6689915,0.7727898,0.6107415,0.7265381,0.6183381,0.7226898,0.7117262,0,0,1,0,0,0,0,0,0,0.333,1,0,0,0,0,0,0,0,1
555,94,The Princes of Florence,,,,,,0,,,Auction/Bidding,Tile Placement,,,,,,,City Building,,,,,,,,Renaissance,,,,3.2526,7.59665,0.65971975,0.6617637,0.60146975,0.63030765,0.60535765,0.6116637,0.6691153,0,1,0,0,0,0,0,0,0,0.333,1,0,0,0,0,0,0,0,1
66589,135,Navegador,,,,,,0,,,Area Movement,,,,,,,,Economic,Exploration,,,,,,,Nautical,Renaissance,,,3.0907,7.58618,0.58300875,0.7195605,0.60800875,0.55621225,0.58121225,0.5196105,0.6874245,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
63628,168,The Manhattan Project,,,,,,0,,,Card Drafting,Worker Placement,,,,,,,Economic,Negotiation,,,,,,,Aviation / Flight,Fighting,Industry / Manufacturing,,2.9676,7.49267,0.74513425,0.6643611,0.60363425,0.63333795,0.60838795,0.5143611,0.6751759,1,1,0,0,0,0,0,0,0,0.666,1,1,0,0,0,0,0,0,1
108745,133,Seasons,,,,,,0,,,Card Drafting,Dice Rolling,Hand Management,Take That,,,,,Card Game,Dice,,,,,,,Fantasy,,,,2.7641,7.47008,0.4486955,0.3685846,0.3071955,0.8048237,0.6466737,0.7184346,0.6851474,1,0,1,0,0,0,0,0,0,0.666,1,1,0,0,0,0,0,0,1
120677,4,Terra Mystica,,,,,,0,,,Route/Network Building,Variable Phase Order,Variable Player Powers,,,,,,Civilization,Economic,Territory Building,,,,,,Fantasy,,,,3.9374,8.29344,0.664894,0.7678728,0.673244,0.6375516,0.5793016,0.7177728,0.7169032,1,0,0,0,0,0,0,0,0,0.333,1,1,1,0,0,0,0,0,1
39683,208,At the Gates of Loyang,,,,,,0,,,Card Drafting,Set Collection,,,,,,,Economic,,,,,,,,,,,,3.1454,7.38689,0.788203,0.7959436,0.754953,0.8534342,0.8702342,0.6459436,0.8238684,1,0,0,0,0,0,0,0,0,0.333,1,0,0,0,0,0,0,0,1
103886,337,Star Wars: The Card Game,,,,,,0,,,Hand Management,Variable Player Powers,,,,,,,Card Game,Collectible Components,,,,,,,Movies / TV / Radio theme,Science Fiction,,,2.9357,7.37786,0.679823,0.7358376,0.621573,0.7417022,0.6002022,0.6357876,0.7420544,1,0,0,0,0,0,0,0,0,0.333,1,1,0,0,0,0,0,0,1
5,182,Acquire,,,,,,0,,,Hand Management,Stock Holding,Tile Placement,,,,,,Economic,,,,,,,,,,,,2.5103,7.35802,0.960381,0.8027572,0.760631,0.7781334,0.8781834,0.6527572,0.8397668,1,1,1,0,0,0,0,0,0,0.999,1,0,0,0,0,0,0,0,1
24480,199,The Pillars of the Earth,,,,,,0,,,Worker Placement,,,,,,,,Economic,,,,,,,,Medieval,Religious,,,2.8363,7.31951,0.66049325,0.6626919,0.60224325,0.54814055,0.57314055,0.5126919,0.6712811,1,0,0,0,0,0,0,0,0,0.333,1,0,0,0,0,0,0,0,1
43528,393,World Without End,,,,,,0,,,Hand Management,,,,,,,,Economic,,,,,,,,Medieval,Religious,,,2.8185,7.2976,0.37511,0.330232,0.31686,0.451854,0.593604,0.330232,0.612208,1,0,0,0,0,0,0,0,0,0.333,1,0,0,0,0,0,0,0,1
31730,325,Chicago Express,,,,,,0,,,Auction/Bidding,Route/Network Building,Stock Holding,,,,,,Economic,,,,,,,,Post-Napoleonic,Trains,Transportation,,2.7972,7.23537,0.84975725,0.7699087,0.73325725,0.73981015,0.80656015,0.7198087,0.7797703,0,1,1,0,0,0,0,0,0,0.666,1,0,0,0,0,0,0,0,1
125153,76,The Gallerist,,,,,,0,,,Commodity Speculation,Set Collection,Worker Placement,,,,,,Economic,,,,,,,,,,,,4.2626,8.06706,0.7471495,0.6667794,0.6722495,0.6361593,0.6112093,0.6166794,0.6808186,1,0,1,0,0,0,0,0,0,0.666,1,0,0,0,0,0,0,0,1
31260,11,Agricola,,,,,,0,,,Card Drafting,Hand Management,Variable Phase Order,Variable Player Powers,Worker Placement,,,,Economic,,,,,,,,Animals,,,,3.631,8.06075,0.9456185,0.8849422,0.8124685,0.9239659,0.8575159,0.8348422,0.8150818,1,1,0,0,1,0,0,0,0,0.999,1,0,0,0,0,0,0,0,1
53953,457,Thunderstone,,,,,,0,,,Card Drafting,Deck / Pool Building,Hand Management,,,,,,Card Game,,,,,,,,Fantasy,Fighting,,,2.5041,7.01082,0.63606875,0.4735325,0.43631875,0.91059625,0.84414625,0.6235825,0.7716925,1,1,1,0,0,0,0,0,0,0.999,1,0,0,0,0,0,0,0,1
19777,196,Indonesia,,,,,,0,,,Area Control / Area Influence,Auction/Bidding,Pick-up and Deliver,Stock Holding,,,,,Economic,,,,,,,,Industry / Manufacturing,Transportation,,,3.9943,7.75683,0.8561545,0.8275354,0.7396545,0.7487663,0.8155163,0.7274854,0.7810326,0,0,1,1,0,0,0,0,0,0.666,1,0,0,0,0,0,0,0,1
54138,141,Imperial 2030,,,,,,0,,,Area Control / Area Influence,Area Movement,Stock Holding,,,,,,Economic,,,,,,,,Fighting,Nautical,Political,,3.5017,7.74115,0.77316625,0.8777995,0.73991625,0.66588275,0.81588275,0.6278995,0.7817655,0,0,1,0,0,0,0,0,0,0.333,1,0,0,0,0,0,0,0,1
160495,381,ZhanGuo,,,,,,0,,,Area Control / Area Influence,Hand Management,,,,,,,Card Game,,,,,,,,Ancient,,,,3.7636,7.68317,0.36192525,0.3643603,0.30367525,0.43339535,0.47514535,0.3144103,0.5752907,0,1,0,0,0,0,0,0,0,0.333,1,0,0,0,0,0,0,0,1
139898,430,Brew Crafters,,,,,,0,,,Partnerships,Worker Placement,,,,,,,Economic,,,,,,,,Industry / Manufacturing,,,,3.5652,7.67265,0.774295,0.779254,0.741045,0.667463,0.850763,0.629254,0.801576,0,1,0,0,0,0,0,0,0,0.333,1,0,0,0,0,0,0,0,1
166669,281,San Juan (second edition),,,,,,0,,,Hand Management,Set Collection,Variable Phase Order,,,,,,Card Game,City Building,Economic,,,,,,,,,,2.1111,7.66791,0.56148375,0.6138305,0.54483375,0.61602725,0.34952725,0.5137805,0.5990545,1,0,0,0,0,0,0,0,0,0.333,1,1,1,0,0,0,0,0,1
95527,295,Madeira,,,,,,0,,,Area Control / Area Influence,Dice Rolling,Worker Placement,,,,,,Dice,Economic,,,,,,,Nautical,,,,4.2383,7.66615,0.67494775,0.7299873,0.61669775,0.56837685,0.62667685,0.6299373,0.7117537,0,0,1,0,0,0,0,0,0,0.333,1,1,0,0,0,0,0,0,1
144592,244,Bruxelles 1893,,,,,,0,,,Auction/Bidding,Card Drafting,Modular Board,Worker Placement,,,,,Economic,,,,,,,,,,,,3.5855,7.64471,0.85602025,0.7774243,0.80612025,0.83182835,0.84862835,0.8272243,0.7973067,0,1,0,1,0,0,0,0,0,0.666,1,0,0,0,0,0,0,0,1
147020,80,Star Realms,,,,,,0,,,Card Drafting,Deck / Pool Building,Player Elimination,Take That,,,,,Card Game,,,,,,,,Fighting,Science Fiction,,,1.9736,7.64359,0.76512125,0.8381955,0.62362125,0.82806975,0.63636975,0.7381455,0.7311395,1,1,0,0,0,0,0,0,0,0.666,1,0,0,0,0,0,0,0,1
24181,114,Imperial,,,,,,0,,,Area Control / Area Influence,Area Movement,Stock Holding,,,,,,Economic,,,,,,,,Fighting,Nautical,Political,,3.5764,7.63387,0.77383825,0.8786059,0.74058825,0.66682355,0.81682355,0.6287059,0.7836471,0,0,1,0,0,0,0,0,0,0.333,1,0,0,0,0,0,0,0,1
36932,146,Claustrophobia,,,,,,0,,,Dice Rolling,Modular Board,Variable Player Powers,,,,,,Adventure,Miniatures,,,,,,,Horror,Fantasy,Fighting,,2.4867,7.61442,0.5901725,0.728157,0.6817725,0.6494915,0.6245415,0.827907,0.740783,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
42052,237,Vinhos,,,,,,0,,,Area Control / Area Influence,Worker Placement,,,,,,,Economic,,,,,,,,Industry / Manufacturing,,,,4.1946,7.54307,0.36509475,0.3681637,0.30684475,0.35458265,0.47958265,0.3182137,0.5841653,0,1,0,0,0,0,0,0,0,0.333,1,0,0,0,0,0,0,0,1
71,178,Civilization,,,,,,0,,,Area Control / Area Influence,Area Movement,Hand Management,Set Collection,Trading,,,,Civilization,Economic,Negotiation,,,,,,Ancient,,,,3.6667,7.52513,0.766844,0.7903128,0.625344,0.8302316,0.6387816,0.6403128,0.7359632,0,0,1,0,1,0,0,0,0,0.666,1,1,1,0,0,0,0,0,1
160018,499,Smash Up: Monster Smash,,,,,,0,,,Area Control / Area Influence,Hand Management,Take That,Variable Player Powers,,,,,Card Game,Humor,,,,,,,Fantasy,Mythology,Science Fiction,,2.3056,7.47887,0.6880365,0.8455938,0.6297865,0.8364511,0.6117011,0.7455438,0.7650522,0,1,0,0,0,0,0,0,0,0.333,1,1,0,0,0,0,0,0,1
141572,280,Paperback,,,,,,0,,,Card Drafting,Co-operative Play,Deck / Pool Building,,,,,,Card Game,Print & Play,Word Game,,,,,,,,,,2.006,7.40309,0.74394875,0.7128885,0.66904875,0.71492825,0.64002825,0.5129385,0.6885065,1,0,1,0,0,0,0,0,0,0.666,1,1,1,0,0,0,0,0,1
163967,261,Tiny Epic Galaxies,,,,,,0,,,Area Control / Area Influence,Dice Rolling,Variable Player Powers,,,,,,Dice,,,,,,,,Science Fiction,,,,2.1389,7.38646,0.48302575,0.6695309,0.48302575,0.53948605,0.38953605,0.6194309,0.6291221,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
157969,183,Sheriff of Nottingham,,,,,,0,,,Card Drafting,Hand Management,Role Playing,Set Collection,,,,,Bluffing,Card Game,Humor,Negotiation,Party Game,,,,Medieval,,,,1.6812,7.35916,0.44771325,0.3174559,0.37281325,0.60344855,0.51199855,0.4173559,0.5990471,1,1,0,0,0,0,0,0,0,0.666,0,1,1,1,1,0,0,0,1
156336,469,Onirim (second edition),,,,,,0,,,Card Drafting,Co-operative Play,Hand Management,Set Collection,,,,,Card Game,Exploration,,,,,,,Fantasy,,,,1.6421,7.35666,0.746158,0.6655896,0.671258,0.8012712,0.6431212,0.5155896,0.6946924,1,0,1,0,0,0,0,0,0,0.666,1,1,0,0,0,0,0,0,1
20437,332,Lords of Vegas,,,,,,0,,,Area Control / Area Influence,Dice Rolling,Tile Placement,Trading,,,,,City Building,Economic,,,,,,,,,,,2.3422,7.32035,0.8417705,0.8102746,0.7252705,0.7286287,0.8952787,0.8101246,0.7407574,0,0,1,1,0,0,0,0,0,0.666,1,1,0,0,0,0,0,0,1
180974,497,Potion Explosion,,,,,,0,,,Pattern Recognition,Set Collection,Take That,,,,,,Puzzle,,,,,,,,Fantasy,,,,1.7179,7.24303,0.5771865,0.7125738,0.6687865,0.7145611,0.6063611,0.7124238,0.6877722,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
24508,375,Taluva,,,,,,0,,,Modular Board,Tile Placement,,,,,,,City Building,Territory Building,,,,,,,,,,,2.2785,7.18632,0.66547275,0.6686673,0.67382275,0.55511185,0.61341185,0.6185673,0.7018737,0,1,0,0,0,0,0,0,0,0.333,1,1,0,0,0,0,0,0,1
168435,463,Between Two Cities,,,,,,0,,,Card Drafting,Partnerships,Set Collection,Tile Placement,,,,,City Building,Negotiation,,,,,,,,,,,1.8036,7.12859,0.86176675,0.7843201,0.74526675,0.83987345,0.92327345,0.6343201,0.8133969,1,0,0,1,0,0,0,0,0,0.666,1,1,0,0,0,0,0,0,1
28023,377,Jamaica,,,,,,0,,,Dice Rolling,Hand Management,Simultaneous Action Selection,,,,,,Racing,,,,,,,,Nautical,Pirates,Transportation,,1.6437,7.09795,0.76792225,0.8215567,0.73467225,0.74179115,0.84184115,0.8214067,0.7837323,0,1,0,0,0,0,0,0,0,0.333,1,0,0,0,0,0,0,0,1
7717,449,Carcassonne: The Castle,,,,,,0,,,Area Control / Area Influence,Area Enclosure,Tile Placement,,,,,,City Building,,,,,,,,Medieval,,,,1.9842,7.08746,0.69217725,0.8006127,0.63392725,0.59249815,0.65079815,0.5507127,0.7599963,0,0,1,0,0,0,0,0,0,0.333,1,0,0,0,0,0,0,0,1
8051,491,Attika,,,,,,0,,,Modular Board,Route/Network Building,Tile Placement,,,,,,City Building,Territory Building,,,,,,,Ancient,,,,2.3759,7.03003,0.869273,0.7933276,0.819373,0.6838822,0.8671822,0.7432276,0.8510644,0,1,1,0,0,0,0,0,0,0.666,1,1,0,0,0,0,0,0,1
161417,484,Red7,,,,,,0,,,Hand Management,Player Elimination,Set Collection,,,,,,Card Game,Number,,,,,,,,,,,1.6604,7.02455,0.46924375,0.4731425,0.43599375,0.71014125,0.81039125,0.5230925,0.6707825,1,0,0,0,0,0,0,0,0,0.333,1,1,0,0,0,0,0,0,1
155426,61,Castles of Mad King Ludwig,,,,,,0,,,Card Drafting,Pattern Building,Set Collection,Tile Placement,,,,,,,,,,,,,Post-Napoleonic,,,,2.6568,7.74613,0.77498125,0.7001775,0.70008125,0.84162375,0.71677375,0.6500775,0.7587475,1,0,0,1,0,0,0,0,0,0.666,0,0,0,0,0,0,0,0,0
27708,137,1960: The Making of the President,,,,,,0,,,Area Control / Area Influence,Campaign / Battle Card Driven,Hand Management,,,,,,,,,,,,,,Political,,,,3.1986,7.56477,0.78752525,0.8950303,0.75427525,0.85248535,0.83598535,0.6451303,0.8386207,0,0,1,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0
137408,241,Amerigo,,,,,,0,,,Action Point Allowance System,Grid Movement,Modular Board,Tile Placement,,,,,,,,,,,,,Nautical,Renaissance,,,3,7.5025,0.76267325,0.8152579,0.79602325,0.65119255,0.83449255,0.7152079,0.7690351,0,0,0,1,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0
3,147,Samurai,,,,,,0,,,Area Control / Area Influence,Hand Management,Set Collection,Tile Placement,,,,,Abstract Strategy,,,,,,,,Medieval,,,,2.5089,7.43975,0.46794375,0.3916825,0.32644375,0.74852125,0.64032125,0.5417325,0.7390425,0,1,0,1,0,0,0,0,0,0.666,0,0,0,0,0,0,0,0,0
162007,380,Steampunk Rally,,,,,,0,,,Card Drafting,Dice Rolling,Modular Board,Simultaneous Action Selection,Variable Player Powers,,,,Racing,,,,,,,,Science Fiction,,,,2.5,7.443,0.6758245,0.7809894,0.6841745,0.7361043,0.6612043,0.8310894,0.7641586,1,0,0,0,0,0,0,0,0,0.333,1,0,0,0,0,0,0,0,1
201808,187,Clank!: A Deck-Building Adventure,,,,,,0,,,Deck / Pool Building,Player Elimination,Point to Point Movement,Press Your Luck,,,,,Adventure,,,,,,,,Fantasy,,,,2.325,8.05775,0.6749045,0.7798854,0.6832545,0.7348163,0.6266163,0.7297854,0.7282826,1,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0
131357,316,Coup,,,,,,0,,,Memory,Player Elimination,Take That,Variable Player Powers,,,,,Bluffing,Card Game,Deduction,Party Game,,,,,Political,,,,1.4454,7.12935,0.58125325,0.8173539,0.67285325,0.80350455,0.61205455,0.8175039,0.6991591,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
155362,412,Ca$h 'n Guns (Second Edition),,,,,,0,,,Player Elimination,Simultaneous Action Selection,Take That,Variable Player Powers,,,,,Bluffing,Humor,Negotiation,Party Game,,,,,Fighting,,,,1.2958,7.10242,0.6891345,0.9269614,0.7391345,0.9145383,0.8147883,0.9269614,0.8128766,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
62219,43,Dominant Species,,,,,,0,,,Area Control / Area Influence,Card Drafting,Grid Movement,Modular Board,Tile Placement,Variable Player Powers,Worker Placement,,,,,,,,,,Animals,Environmental,,,4.0285,7.86841,0.74045725,0.7286987,0.55730725,0.63349015,0.43359015,0.6286487,0.6672803,0,1,0,0,1,0,1,0,0,0.999,0,0,0,0,0,0,0,0,0
176920,166,Mission: Red Planet (Second Edition),,,,,,0,,,Area Control / Area Influence,Hand Management,Simultaneous Action Selection,,,,,,,,,,,,,,Science Fiction,,,,2.2308,7.6713,0.66832725,0.7719927,0.61007725,0.64235815,0.58410815,0.6219927,0.7098663,0,1,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0
34119,262,Tales of the Arabian Nights,,,,,,0,,,Dice Rolling,Point to Point Movement,Role Playing,Storytelling,Variable Player Powers,,,,Adventure,,,,,,,,Fantasy,,,,2.1729,7.28782,0.58412775,0.7209033,0.74232775,0.64102885,0.64937885,0.8206533,0.7405077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158899,253,Colt Express,,,,,,0,,,Action / Movement Programming,Hand Management,Memory,Modular Board,Take That,Variable Player Powers,,,,,,,,,,,American West,Fighting,Trains,,1.8085,7.24853,0.66674975,0.7700997,0.74169975,0.80664965,0.61519965,0.8201997,0.7220993,0,1,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0
9674,287,Ingenious,,,,,,0,,,Hand Management,Partnerships,Pattern Building,Tile Placement,,,,,Abstract Strategy,,,,,,,,,,,,1.9282,7.17628,0.85381675,0.7747801,0.80391675,0.82874345,0.91214345,0.7246801,0.7911369,1,0,0,1,0,0,0,0,0,0.666,0,0,0,0,0,0,0,0,0
173346,7,7 Wonders Duel,,,,,,0,,,Card Drafting,Set Collection,,,,,,,Card Game,City Building,Civilization,,,,,,Ancient,,,,2.2496,8.20024,0.76686925,0.7703431,0.73361925,0.82356695,0.84036695,0.6203431,0.7641339,1,0,0,0,0,0,0,0,0,0.333,1,1,1,0,0,0,0,0,1
102794,8,Caverna: The Cave Farmers,,,,,,0,,,Tile Placement,Worker Placement,,,,,,,Economic,,,,,,,,Animals,Fantasy,,,3.7892,8.19146,0.77346475,0.6983577,0.63196475,0.58975065,0.64805065,0.5483577,0.7545013,1,1,0,0,0,0,0,0,0,0.666,1,0,0,0,0,0,0,0,1
126163,29,Tzolk'in: The Mayan Calendar,,,,,,0,,,Set Collection,Worker Placement,,,,,,,Civilization,Economic,,,,,,,Ancient,Mythology,,,3.6121,7.94485,0.37007925,0.3241951,0.31182925,0.44481095,0.48656095,0.3241951,0.5981219,0,1,0,0,0,0,0,0,0,0.333,1,1,0,0,0,0,0,0,1
17392,129,Here I Stand,,,,,,0,,,Campaign / Battle Card Driven,Dice Rolling,Hand Management,Point to Point Movement,Variable Player Powers,,,,Negotiation,Wargame,,,,,,,Political,Religious,Renaissance,,4.1294,7.93702,0.69724275,0.8066913,0.63899275,0.84933985,0.65788985,0.7565913,0.8074797,0,0,1,0,0,0,0,0,0,0.333,1,1,0,0,0,0,0,0,1
35677,25,Le Havre,,,,,,0,,,Worker Placement,,,,,,,,City Building,Economic,,,,,,,Industry / Manufacturing,Nautical,,,3.7597,7.93319,0.76413425,0.7670611,0.73088425,0.65323795,0.80323795,0.6170611,0.7564759,1,0,0,0,0,0,0,0,0,0.333,1,1,0,0,0,0,0,0,1
198994,478,Hero Realms,,,,,,0,,,Card Drafting,Deck / Pool Building,Hand Management,,,,,,Card Game,,,,,,,,Fantasy,Fighting,,,1.8824,7.92566,0.94058075,0.8289469,0.74083075,0.91691305,0.85046305,0.6289969,0.7843261,1,1,1,0,0,0,0,0,0,0.999,1,0,0,0,0,0,0,0,1
18602,36,Caylus,,,,,,0,,,Worker Placement,,,,,,,,City Building,Economic,,,,,,,Medieval,,,,3.8218,7.86292,0.7683615,0.7721338,0.7351115,0.6591561,0.8091561,0.6221338,0.7683122,1,0,0,0,0,0,0,0,0,0.333,1,1,0,0,0,0,0,0,1
421,139,1830: Railways & Robber Barons,,,,,,0,,,Auction/Bidding,Route/Network Building,Stock Holding,Tile Placement,,,,,Economic,,,,,,,,Trains,Transportation,,,4.1529,7.80542,0.95837825,0.8003539,0.75862825,0.77532955,0.87537955,0.7502539,0.8508091,0,1,1,1,0,0,0,0,0,0.999,1,0,0,0,0,0,0,0,1
36218,55,Dominion,,,,,,0,,,Card Drafting,Deck / Pool Building,Hand Management,,,,,,Card Game,,,,,,,,Medieval,,,,2.3761,7.70298,0.6350445,0.4723034,0.4352945,0.7091623,0.7427123,0.4223534,0.6688246,1,1,1,0,0,0,0,0,0,0.999,1,0,0,0,0,0,0,0,1
172287,226,Champions of Midgard,,,,,,0,,,Dice Rolling,Set Collection,Worker Placement,,,,,,Adventure,Dice,,,,,,,Fantasy,Fighting,Medieval,,2.4909,7.6846,0.76761925,0.7712431,0.73436925,0.74136695,0.84141695,0.7211431,0.7662339,0,0,1,0,0,0,0,0,0,0.333,0,1,0,0,0,0,0,0,1
161614,307,Stockpile,,,,,,0,,,Auction/Bidding,Stock Holding,,,,,,,Economic,,,,,,,,,,,,2.0874,7.66298,0.675365,0.680538,0.617115,0.652211,0.593961,0.630438,0.712922,0,1,0,0,0,0,0,0,0,0.333,1,0,0,0,0,0,0,0,1
97207,115,Dungeon Petz,,,,,,0,,,Auction/Bidding,Hand Management,Worker Placement,,,,,,Humor,,,,,,,,Animals,Fantasy,,,3.5348,7.59156,0.87559875,0.8009185,0.75909875,0.85923825,0.84273825,0.7508185,0.8354765,0,1,1,0,0,0,0,0,0,0.666,1,0,0,0,0,0,0,0,1
54043,100,Jaipur,,,,,,0,,,Card Drafting,Hand Management,Set Collection,,,,,,Card Game,,,,,,,,Animals,,,,1.54,7.54349,0.773836,0.6988032,0.632336,0.8400204,0.6485704,0.5488032,0.7555408,1,1,0,0,0,0,0,0,0,0.666,1,0,0,0,0,0,0,0,1
108906,459,Thunder Alley,,,,,,0,,,Hand Management,,,,,,,,Racing,,,,,,,,,,,,2.369,7.42966,0.57714675,0.5826761,0.49389675,0.55470545,0.37145545,0.4326761,0.6429109,1,0,0,0,0,0,0,0,0,0.333,1,0,0,0,0,0,0,0,1
90419,250,Airlines Europe,,,,,,0,,,Card Drafting,Route/Network Building,Set Collection,Stock Holding,,,,,Economic,,,,,,,,Aviation / Flight,,,,2.4418,7.37512,0.9367665,0.7744198,0.7370165,0.8283231,0.8451231,0.6244198,0.7902962,1,1,0,1,0,0,0,0,0,0.999,1,0,0,0,0,0,0,0,1
140934,367,Arboretum,,,,,,0,,,Hand Management,Set Collection,Tile Placement,,,,,,Card Game,,,,,,,,,,,,2.1469,7.36511,0.845762,0.7651144,0.729262,0.8174668,0.8342668,0.6151144,0.7519336,1,0,1,0,0,0,0,0,0,0.666,1,0,0,0,0,0,0,0,1
372,388,Schotten Totten,,,,,,0,,,Hand Management,Set Collection,,,,,,,Card Game,Deduction,,,,,,,,,,,1.7273,7.28891,0.5608105,0.5630726,0.4775605,0.6150847,0.3485847,0.4130726,0.5971694,1,0,0,0,0,0,0,0,0,0.333,1,1,0,0,0,0,0,0,1
121408,310,Trains,,,,,,0,,,Deck / Pool Building,Hand Management,Route/Network Building,,,,,,Card Game,Territory Building,,,,,,,Trains,,,,2.4006,7.26576,0.63041325,0.4667459,0.43066325,0.61942855,0.70292855,0.4167959,0.6725071,1,1,1,0,0,0,0,0,0,0.999,1,1,0,0,0,0,0,0,1
43570,278,Friday,,,,,,0,,,Deck / Pool Building,Hand Management,,,,,,,Card Game,,,,,,,,Fighting,Pirates,,,2.1135,7.25047,0.86692,0.840454,0.75042,0.847088,0.830588,0.640504,0.811176,1,1,0,0,0,0,0,0,0,0.666,1,0,0,0,0,0,0,0,1
164928,31,Orléans,,,,,,0,,,Deck / Pool Building,Point to Point Movement,,,,,,,,,,,,,,,Medieval,Religious,Travel,,3.1067,8.07061,0.66146475,0.7138077,0.60321475,0.63275065,0.57450065,0.5138577,0.6740013,1,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0
47,343,Chinatown,,,,,,0,,,Set Collection,Tile Placement,Trading,,,,,,City Building,Economic,Negotiation,,,,,,,,,,2.2975,7.22598,0.847603,0.7673236,0.731103,0.8200442,0.8701442,0.7172236,0.7570884,0,1,1,0,0,0,0,0,0,0.666,1,1,1,0,0,0,0,0,1
50,273,Lost Cities,,,,,,0,,,Hand Management,Set Collection,,,,,,,Card Game,Exploration,,,,,,,,,,,1.5167,7.14537,0.67677875,0.6822345,0.61852875,0.73744025,0.59594025,0.5322345,0.7168805,1,0,0,0,0,0,0,0,0,0.333,1,1,0,0,0,0,0,0,1
153938,350,Camel Up,,,,,,0,,,Betting/Wagering,Dice Rolling,Roll / Spin and Move,,,,,,Dice,Racing,,,,,,,Animals,,,,1.5009,7.11515,0.68854625,0.7762555,0.73854625,0.66396475,0.88056475,0.7261555,0.7779295,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
